30076|GEO 109E||Ramazan Alper Kuçak|INB INB|Salı  Perşembe  |0830/1259  0830/1059  |---  ---  |30|19|GEO, GEOE
30298|ATA 121|Çevrimiçi/Online|Çağdaş Taylan Salın|----|Salı  Cuma  |1030/1259  1030/1259  |---- |60|61|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SAO, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
30299|ATA 122|Çevrimiçi/Online|Çağdaş Taylan Salın|----|Salı  Cuma  |1330/1559  1430/1659  |---- |60|64|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
30300|MUK 211E||Tahir  Soyugüzel|UUB UUB UUB|Pazartesi  Pazartesi  Cuma  |0900/1229  1330/1629  0900/1159  |D111  D111  D111  |50|64|UCK, UZB, UZBE
30301|CAB 178||Alper  Rumelioğlu|TMB TMB|Pazartesi  Çarşamba  |0930/1229  1330/1529  |---  ---  |10|6|MTR, MUT, MUZ, MZT, SES
30302|CAB 278||Alper  Rumelioğlu|TMB TMB|Pazartesi  Salı  |1530/1729  0930/1229  |---  ---  |10|2|MTR, MUT, MZT, SES
30303|EEF 211E||Bilgi Görkem Yazgaç|EEB EEB|Salı  Perşembe  |1230/1629  1330/1629  |5104  5104  |55|65|EEE, EHB, EHBE, ELK, ELKE, KOM, KOME
30304|DUI 311E||Orhan  Gönel|DZB DZB DZB|Salı  Salı  Perşembe  |1130/1329  1400/1729  1530/1659  |---  ---  ---  |30|32|DUI, MTM
30305|KIM 101EL||Yasin  Arslanoğlu|DZB DZB|Perşembe  Perşembe  |0930/1229  1330/1529  |---  ---  |20|4|DUI, GMI, MEN, MTM
30306|DUI 361E||Gizem  Çevik|DZB DZB|Cuma  Cuma  |0900/1229  1430/1559  |---  ---  |30|34|DUI, MTM
30307|EKO 201E||Sinan  Çakır|DZB DZB|Cuma  Cuma  |0830/1129  1230/1629  |---  ---  |30|28|GMI, MEN
30308|GMI 132E||Ata  Bilgili|DZB DZB|Perşembe  Perşembe  |0830/1129  1230/1429  |---  ---  |25|28|GMI, MEN
30309|GMI 213E||Yasin  Arslanoğlu|DZB DZB|Salı  Salı  |0830/1129  1230/1629  |---  ---  |35|35|GMI, MEN
30310|GMI 228||Tayfun  Uyanık|DZB DZB|Pazartesi  Pazartesi  |0830/1129  1230/1429  |---  ---  |25|26|GMI
30311|GMI 254||Çağlar  Karatuğ|DZB DZB|Salı  Salı  |0830/1129  1230/1629  |---  ---  |15|13|GMI
30312|GMI 341E||Tayfun  Uyanık|DZB DZB|Çarşamba  Çarşamba  |0830/1129  1230/1629  |---  ---  |20|19|GMI, MEN
30313|GMI 454||Çağlar  Karatuğ|DZB DZB|Perşembe  Perşembe  |0830/1129  1230/1629  |---  ---  |18|16|GMI
30314|GMI 471E||Yasin  Arslanoğlu|DZB DZB|Çarşamba  Çarşamba  |0830/1129  1230/1429  |---  ---  |25|34|GMI, MEN
30315|EEF 262E||İsmail Serdar Özoğuz|EEB EEB EEB|Pazartesi  Pazartesi  Çarşamba  |0930/1229  1330/1629  0930/1259  |6309  6309  6309  |100|106|EEE, EHB, EHBE, ELK, ELKE, KOM, KOME
30316|EEF 262E||Mustafa  Altun, Hacer  Atar Yıldız|EEB EEB EEB|Pazartesi  Pazartesi  Çarşamba  |0930/1229  1330/1629  0930/1259  |5202  5202  5202  |100|108|EEE, EHB, EHBE, ELK, ELKE, KOM, KOME
30317|AKM 204||Necati Erdem Ünal|INB INB|Pazartesi  Salı  |0930/1229  1330/1729  |A202  A202  |30|29|CEV, DUI, INS
30318|INS 360||Necati Erdem Ünal|INB INB INB|Pazartesi  Salı  Cuma  |1330/1729  0830/1229  0900/1029  |A202  A202  A202  |30|16|CEV, INS
30319|INS 360||Necati Erdem Ünal|INB INB INB|Çarşamba  Çarşamba  Cuma  |0830/1229  1330/1729  1030/1159  |A202  A202  A202  |30|30|CEV, INS
30320|AKM 204E||Erdal  Kesgin|INB INB|Çarşamba  Çarşamba  |0900/1229  1330/1659  |B202  B202  |30|41|CEV, CEVE, INS, INSE
30321|INS 360E||Erdal  Kesgin|INB INB INB|Salı  Salı  Perşembe  |0900/1229  1330/1659  0900/1129  |B202  B202  B202  |25|25|AIN, CEV, CEVE, INS, INSE
30322|ECN 105E||--|MED|Perşembe  |0830/1229  |---  |0|0|ECNE, ECNM, EFN, MET
30323|ECN 103E||--|MED|Salı  |0830/1129  |---  |0|0|ECNE, EFN
30324|ECN 211E||--|MED|Perşembe  |1330/1729  |---  |0|0|ECNE, EFN
30325|DAN 101||--|----|---- |---- |---- |0|0|BIOE, BLG, BLGE, CEV, CEVE, CHZ, DEN, DUI, ECNE, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, EUTE, FIZ, GEM, GEO, GEOE, GID, GMI, ICM, IML, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MAT, MET, METE, MIM, MIME, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
30326|ECN 201E||--|MED|Perşembe  |0830/1229  |---  |0|0|ECNE, ISL, ISLE
30327|ECN 207E||--|MED|Çarşamba  |0830/1229  |---  |0|0|ECNE, ECNM
30328|ECN 301E||--|MED|Salı  |1330/1729  |---  |0|0|ECNE, ECNM, EFN, ESS
30329|ECN 303E||--|MED|Pazartesi  |1430/1729  |---  |0|0|ECNE, ECNM, ESS
30330|ECN 307E||--|----|---- |---- |---- |0|0|ECNE, MAT
30331|ECN 305E||--|MED|Pazartesi  |0830/1129  |---  |0|0|ECNE, ECNM, EFN, ESS
30332|ECN 311E||--|MED|Perşembe  |0830/1129  |---  |0|0|ECNE, ECNM, ESS
30333|ECN 309E||--|MED|Salı  |0830/1129  |---  |0|0|ECNE, ECNM, ESS
30334|ECN 401E||--|MED|Cuma  |0830/1129  |---  |0|0|ECNE, ESS
30335|ECN 432E||--|MED|Perşembe  |1130/1429  |---  |0|0|ECNE, EFN, ESS
30336|ECN 433E|Çevrimiçi/Online|--|----|Salı  |1130/1429  |---- |0|0|ECNE, EFN, ESS
30337|ECN 431E||--|MED|Cuma  |1430/1729  |---  |0|0|ECNE, EFN, ESS
30338|ECN 420E||--|MED|Pazartesi  |1430/1729  |---  |0|0|ECNE, EFN, END, ENDE, ESS
30339|ECN 492E||--|MED|----  |/  |---  |0|0|ECNE
30340|ECN 4902E||--|MED|----  |/  |---  |0|0|ECNE, EFN, ESS
30341|EKO 201E|Çevrimiçi/Online|--|----|Pazartesi  |0830/1129  |---- |0|0|BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, ICM, IML, IMLE, IND, INS, INSE, JDF, JEF, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MSS, MTO, MTOE, PEM, PEME, PET, PETE, SAS, SBP, SBPE, SED, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
30342|EKO 201E|Çevrimiçi/Online|--|----|Cuma  |1430/1729  |---- |0|0|BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, ICM, IML, IMLE, IND, INS, INSE, JDF, JEF, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MSS, MTO, MTOE, PEM, PEME, PET, PETE, SAS, SBP, SBPE, SED, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
30343|EKO 201E|Çevrimiçi/Online|--|----|Çarşamba  |0830/1129  |---- |0|0|BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, ICM, IML, IMLE, IND, INS, INSE, JDF, JEF, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MSS, MTO, MTOE, PEM, PEME, PET, PETE, SAS, SBP, SBPE, SED, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
30344|EKO 201E|Çevrimiçi/Online|--|----|Salı  |0830/1129  |---- |0|0|BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, ICM, IML, IMLE, IND, INS, INSE, JDF, JEF, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MSS, MTO, MTOE, PEM, PEME, PET, PETE, SAS, SBP, SBPE, SED, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
30345|EKO 201E|Çevrimiçi/Online|--|----|Çarşamba  |0830/1129  |---- |0|0|BLG, BLGE, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, ICM, IML, IMLE, IND, INS, INSE, JDF, JEF, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MSS, MTO, MTOE, PEM, PEME, PET, PETE, SAS, SBP, SBPE, SED, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
30346|EKO 201E|Çevrimiçi/Online|Şerife  Genç İleri, Ayşegül  Kayaoğlu Yılmaz|----|Salı  Çarşamba  |0930/1259  0930/1259  |---- |300|300|BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EEE, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, JDF, JEF, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MSS, MTO, MTOE, PEM, PEME, PET, PETE, SAS, SBP, SBPE, SED, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE, YZVE
30347|BIL 112E||Ahmet  Öztopal|UUB UUB|Cuma  Cuma  |0830/1229  1430/1729  |BIL1  BIL1  |25|38|MTO, MTOE
30348|MTO 301||Ahmet  Öztopal|UUB|Çarşamba  |1230/1729  |D213  |25|12|MTO
30349|THO 412||İlknur  Demirbağ|TMB TMB|Salı  Perşembe  |1530/1729  0930/1229  |---  ---  |10|5|THO
30350|SBP 411E||Yasin  Bektaş|MMB MMB MMB MMB MMB|Salı  Salı  Çarşamba  Çarşamba  Perşembe  |0830/1229  1330/1729  0830/1229  1330/1729  0930/1229  |217C  217C  217C  217C  217C  |20|17|SBP, SBPE
30351|UCK 322E||Hayri  Acar|UUB UUB|Çarşamba  Perşembe  |1300/1659  1400/1659  |D-Z08  D-Z08  |60|51|UCK, UCKE, UCKM
30352|GEO 216E||Mehmet Ufuk Özerman|INB INB|Salı  Perşembe  |0830/1329  0830/1259  |D103  D103  |35|28|GEO, GEOE
30353|GEO 220E||Mehmet Ufuk Özerman|INB INB INB|Pazartesi  Çarşamba  Çarşamba  |1330/1559  0830/1059  1330/1529  |D201  D201  D201  |40|42|GEO, GEOE
30354|GEO 225E||Mustafa  Yanalak, Mehmet  İşiler|INB INB|Perşembe  Cuma  |0830/1329  1400/1559  |---  ---  |50|45|GEO, GEOE
30355|PEM 311E||Melih  Bozkurt|MMB MMB MMB MMB MMB MMB|Pazartesi  Pazartesi  Salı  Salı  Çarşamba  Çarşamba  |0930/1229  1330/1629  0930/1229  1330/1629  0930/1229  1330/1729  |214  214  214  214  214  214  |12|12|PEME
30356|PEM 312E||Melih  Bozkurt|MMB MMB MMB MMB MMB MMB|Pazartesi  Pazartesi  Salı  Salı  Çarşamba  Çarşamba  |0930/1229  1330/1629  0930/1229  1330/1629  0930/1229  1330/1729  |214  214  214  214  214  214  |10|9|PEME
30357|GEO 212E||Mustafa  Yanalak, Mehmet  İşiler|INB INB|Perşembe  Cuma  |1330/1629  0830/1229  |---  ---  |60|55|GEO, GEOE
30358|GEO 103E||Mustafa  Yanalak, Mehmet  İşiler|INB INB|Pazartesi  Çarşamba  |1230/1729  1300/1729  |---  ---  |60|13|GEO, GEOE
30359|INS 232E||Ramazan Alper Kuçak|INB INB|Çarşamba  Perşembe  |1330/1629  1200/1559  |A101  A101  |50|17|INS, INSE
30360|DUI 407E||Cenk  Ay|DZB DZB|Salı  Salı  |0930/1229  1330/1729  |---  ---  |20|11|DUI, MTM
30361|DUI 231EL||Oğuzhan  Gürel|DZB DZB|Çarşamba  Çarşamba  |0930/1229  1330/1529  |---  ---  |5|7|DUI
30362|GEO 321||Reha Metin Alkan|INB|Çarşamba  |0900/1359  |---  |30|10|GEO
30363|GEM 482||Selma  Ergin|---|----  |/  |---  |13|12|GEM
30364|DEN 482||Kadir  Sarıöz|---|----  |/  |---  |1|0|DEN
30365|IML 460||Ramazan Murat  Tabanlı|MKB MKB|Salı  Perşembe  |1330/1729  1330/1629  |D351  D351  |50|4|IML
30366|MAK 105||Adem  Candaş|MKB MKB MKB MKB|Salı  Salı  Çarşamba  Çarşamba  |0930/1329  1430/1629  0930/1329  1430/1629  |R358  R358  R358  R358  |70|0|IML, MAK
30367|MAK 107||Yusuf Ziya Kocabal|MKB MKB|Salı  Çarşamba  |0930/1329  0930/1229  |R362  R362  |70|8|IML, MAK
30368|MAK 213||Levent  Trabzon|MKB MKB|Pazartesi  Perşembe  |0830/1229  1300/1829  |A363  A363  |100|99|IML, MAK
30369|MAK 219||Adil  Yücel|MKB MKB|Salı  Çarşamba  |0830/1229  1300/1829  |D318  D318  |120|45|MAK, MKN
30370|MAK 220||Adil  Yücel|MKB MKB|Salı  Çarşamba  |1300/1829  0830/1229  |D318  D318  |120|116|MAK, MKN
30371|MAK 224E||Levent  Trabzon|MKB MKB|Cuma  Cuma  |1030/1229  1430/1729  |A363  A363  |100|37|IML, MAK
30372|MAK 315||Akif  Yavuz|MKB MKB|Pazartesi  Perşembe  |1330/1729  0930/1229  |A363  A363  |120|80|IML, MAK, MAKM, MKN
30373|GEO 322E||Mustafa  Yanalak, Mehmet  İşiler|INB|Salı  |0830/1329  |B307  |30|2|GEO, GEOE
30374|GEO 314E||Serdar  Erol|INB INB|Pazartesi  Salı  |1600/1759  0830/1329  |B308  B308  |50|34|GEO, GEOE
30375|GEO 204E||Serdar  Erol|INB INB|Salı  Cuma  |1330/1759  1400/1859  |B308  B308  |50|18|GEO, GEOE
30376|INS 102E||Sedat  Kömürcü|INB INB INB|Pazartesi  Pazartesi  Perşembe  |0830/1229  1330/1659  0830/1029  |A203  A203  A203  |40|34|INS, INSE
30377|INS 217E||Sedat  Kömürcü|INB INB INB|Salı  Salı  Perşembe  |0830/1229  1330/1659  1030/1229  |A203  A203  A203  |40|13|INS, INSE
30378|INS 218E||Sedat  Kömürcü|INB INB INB|Çarşamba  Çarşamba  Perşembe  |0830/1229  1330/1659  1330/1529  |A203  A203  A203  |40|40|INS, INSE
30379|KIM 101E||Yasin  Arslanoğlu|DZB DZB|Pazartesi  Pazartesi  |0830/1129  1230/1629  |---  ---  |15|28|DUI, GMI, MEN, MTM
30380|GMI 473E||Cumali Seçkin Mengeçin|DZB DZB|Cuma  Cuma  |0830/1129  1400/1559  |---  ---  |20|7|GMI, MEN
30381|GMI 462E||Cumali Seçkin Mengeçin|DZB DZB|Salı  Salı  |0830/1129  1230/1429  |---  ---  |20|8|GMI, MEN
30382|FIZ 102E||Emre Onur Kahya|FEB FEB|Cuma  Cuma  |0830/1159  1400/1729  |D104  D104  |140|143|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EEE, EHB, EHBE, ELK, ELKE, END, ENDE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MEN, MET, METE, MTM, MTO, MTOE, NAE, PET, PETE, TEK, TEKE, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
30383|FIZ 101E||Abdurrahman Savaş Arapoğlu|MED MED|Salı  Perşembe  |0830/1159  1330/1659  |A31  A31  |140|140|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EEE, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KMMM, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MEN, MET, METE, MTM, MTO, MTOE, NAE, PET, PETE, SEH, TEK, TEKE, TEL, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
30384|FIZ 101E||Abdurrahman Savaş Arapoğlu|MED MED|Salı  Perşembe  |1330/1659  0830/1159  |A31  A31  |140|140|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EEE, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KMMM, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MEN, MET, METE, MTM, MTO, MTOE, NAE, PET, PETE, SEH, TEK, TEKE, TEL, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
30385|TES 122E||Sema  Alaçam|MMB MMB MMB|Çarşamba  Perşembe  Perşembe  |1400/1659  0930/1229  1330/1659  |212  212  212  |60|60|ARC, ENTE, EUT, EUTE, IAD, ICM, MIM, MIME, PEM, PEME, SBP, SBPE
30386|DUI 402||Yunus Emre Şenol|DZB DZB|Salı  Salı  |0830/1229  1330/1629  |---  ---  |25|5|DUI, MTM
30387|MAK 228||Hasan  Güneş|MKB MKB|Salı  Perşembe  |0930/1229  0930/1329  |A201  A201  |80|78|MAK, MAKM
30388|MAK 229||Hasan  Güneş|MKB MKB|Salı  Perşembe  |1330/1629  1330/1729  |A201  A201  |80|60|MAK
30389|MAK 313||Ali İhsan  Koca|MKB MKB|Pazartesi  Salı  |0830/1329  0830/1259  |D318  A363  |100|70|MAK, MAKM
30390|ELK 474E||Ömer  Usta, Cavit Fatih  Küçüktezcan|EEB EEB|Salı  Perşembe  |0830/1159  0830/1159  |5302  5302  |30|30|ELK, ELKE
30391|GMI 486E||Sinan  Çakır|DZB DZB|Perşembe  Perşembe  |0830/1129  1230/1429  |---  ---  |20|22|GMI, MEN, MTM
30392|INS 354||Yavuz Selim Güçlü|INB INB|Pazartesi  Pazartesi  |0830/1229  1330/1629  |A201  A201  |25|25|INS
30393|TER 201E||Ali İhsan  Koca|MKB MKB|Pazartesi  Salı  |1330/1729  1330/1629  |A201  A363  |100|47|CEV, CEVE, CHZE, DENE, EHBE, GEME, GEMK, ISLE, JEF, JEOE, KMME, KOME, MAD, PETE, TEK, TEKE
30394|EHB 335E|Çevrimiçi/Online|Metin  Yazgı|----|Salı  Perşembe  |0930/1229  0930/1329  |---- |120|126|EEE, EHB, EHBE, ELE, ELH, TEL
30395|DEN 325E||Necip  Ünlü|GDB GDB|Pazartesi  Pazartesi  |0900/1159  1300/1659  |D311  D311  |40|24|DEN, DENE
30396|MAT 210E||Sabire  Cömert|DZB DZB DZB|Pazartesi  Pazartesi  Çarşamba  |0900/1229  1330/1729  1430/1629  |---  ---  ---  |3|3|MTM
30397|GEM 325||İsmail  Bayer|GDB GDB GDB|Salı  Salı  Perşembe  |0930/1229  1330/1659  0930/1229  |409  409  409  |40|28|GEM
30398|DUI 208E||Tanzer  Satır, Yunus Emre Şenol|DZB|Perşembe  |1230/1729  |---  |15|16|DUI, MTM
30401|FIZ 102E||Yakup  Hundur|MED MED|Çarşamba  Perşembe  |0830/1159  1330/1659  |A15  A15  |140|138|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EEE, EHB, EHBE, ELK, ELKE, END, ENDE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MEN, MET, METE, MTM, MTO, MTOE, NAE, PET, PETE, TEK, TEKE, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
30402|FIZ 102E||--|MED MED|Çarşamba  Perşembe  |1330/1659  0830/1159  |A16  A16  |140|54|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, EEE, EHB, EHBE, ELK, ELKE, END, ENDE, FIZM, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAKM, MAT, MATE, MEN, MET, METE, MTM, MTO, MTOE, NAE, PET, PETE, TEK, TEKE, UCK, UCKE, UCKM, UZB, UZBE, UZBM, YZVE
30403|YZV 104E|Çevrimiçi/Online|Tuğçe  Bilen|----|Pazartesi  Perşembe  |0930/1229  1330/1529  |---- |40|26|YZVE
